OCCURRENCES,ARRIVAL_AIRPORT_IATA,DEPARTURE_AIRPORT_IATA,DEPARTURE_DATE,ARRIVAL_AIRPORT_DESCRIPTION,DEPARTURE_AIRPORT_DESCRIPTION,ARRIVAL_CITY,DEPARTURE_CITY,ARRIVAL_COUNTRY_CODE,DEPARTURE_COUNTRY_CODE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY,ALARM_REASON,OPERATOR_NOTES,RISK_FLAG,DEPARTURE_COUNTRY_FULL,ARRIVAL_COUNTRY_CODE_FULL,ZONE_3,ARRIVAL_COUNTRY_PERCENTAGE,TOTAL_FLIGHTS
"Voli solo visualizzati, ma NON investigati",MXP,WNZ,,Malpensa,Wenzhou,Milano,Wenzhou,ITA,CHN,Italia,Cina,SDI,No information provided,LOW,Cina,ITA,2,Italia,1.0
Nulla a procedere SDI,BLQ,RMO,2024-02-18 14:50:00,Guglielmo Marconi,Chisinau International Airport,Bologna,Chisinau,ITA,MDA,Italia,Moldavia,Manuale,No information provided,LOW,Moldavia,ITA,8,Italia,17.0
Viaggiatori investigati,TSF,TIA,2024-01-08 09:00:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,4,Italia,188.0
Nulla a procedere SDI,FCO,TUN,2024-01-06 08:00:00,Fiumicino,Carthage,Roma,Tunis,ITA,TUN,Italia,Tunisia,NSIS,No information provided,LOW,Tunisia,ITA,5,Italia,18.0
Voli disponibili in ingresso al Sistema,MXP,RMF,2024-01-06 14:50:00,Malpensa,Marsa Alam International,Milano,Marsa Alam,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Voli con Allarmi,CIA,TIA,2024-01-05 18:55:00,Ciampino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,5,Italia,
"Voli solo visualizzati, ma NON investigati",MXP,LGW,2024-02-07 00:00:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Nulla a procedere NSIS,BGY,SHJ,2024-02-22 22:10:00,Orio Al Serio,Sharjah,Bergamo,Sharjah,ITA,,Italia,Emirati Arabi Uniti,INTERPOL,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,BGY,STN,2024-02-16 07:15:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,5.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),TSF,TIA,2024-02-11 20:10:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,1.0
Voli con Allarmi,VRN,LGW,2024-01-13 07:25:00,Verona Villafranca,London Gatwick,Verona,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori entrati nel Sistema,VRN,BRS,2024-02-17 06:40:00,Verona Villafranca,Bristol,Verona,Bristol,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,163.0
Voli disponibili in ingresso al Sistema,MXP,TUN,2024-02-18 07:45:00,Malpensa,Carthage,Milano,Tunis,ITA,TUN,Italia,Tunisia,SDI,No information provided,LOW,Tunisia,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",FCO,AMM,2024-02-16 23:00:00,Fiumicino,Queen Alia International,Roma,Amman,ITA,JOR,Italia,Giordania,INTERPOL,No information provided,LOW,Giordania,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,SZX,2024-01-08 01:55:00,Malpensa,Shenzhen,Milano,Shenzhen,ITA,CHN,Italia,Cina,No information provided,No information provided,LOW,Cina,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,ADD,2024-01-05 00:05:00,Fiumicino,Bole International,Roma,Addis Ababa,ITA,ETH,Italia,Etiopia,TSC,No information provided,LOW,Etiopia,ITA,5,Italia,261.0
"Voli solo visualizzati, ma NON investigati",TRN,STN,2024-01-26 13:40:00,Sandro Pertini,Stansted,Torino,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Allarmi generati da SDI/NSIS,NAP,IST,2024-02-05 08:00:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,6,Italia,5.0
Voli disponibili in ingresso al Sistema,NAP,IST,2024-02-09 17:55:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,6,Italia,1.0
Viaggiatori con Allarmi,FCO,LHR,2024-01-14 17:25:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,
Nulla a procedere SDI,MXP,IST,2024-02-22 08:40:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,2,Italia,5.0
Viaggiatori entrati nel Sistema,NAP,MAN,2024-02-23 16:45:00,Napoli Capodichino,Manchester,Napoli,Manchester,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,6,Italia,178.0
Errata segnalazione SDI,FCO,ATL,2024-01-12 20:10:00,Fiumicino,Hartsfield-Jackson Atlanta International,Roma,Atlanta,ITA,,Italia,Stati Uniti,NSIS,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
Allarmi Chiusi,MXP,RMO,2024-02-23 17:20:00,Malpensa,Chisinau International Airport,Milano,Chisinau,ITA,MDA,Italia,Moldavia,TSC,No information provided,LOW,Moldavia,ITA,2,Italia,14.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FLR,LCY,2024-02-13 11:25:00,Firenze Peretola,London City,Firenze,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Allarmi NON Chiusi,FCO,GRU,2024-02-10 18:00:00,Fiumicino,Unknown,Roma,Nan,ITA,BRA,Italia,Brasile,SDI,No information provided,LOW,Brasile,ITA,5,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,IST,2024-02-24 08:25:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,2,Italia,18.0
"Voli solo visualizzati, ma NON investigati",FCO,LGW,2024-02-09 16:40:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli con Allarmi,MXP,TAS,2024-02-02 15:00:00,Malpensa,Yuzhny,Milano,Tashkent,ITA,UZB,Italia,Uzbekistan,INTERPOL,No information provided,LOW,Uzbekistan,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,LGW,2024-01-07 19:55:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,TRN,BHX,2024-01-28 07:10:00,Sandro Pertini,Birmingham International,Torino,Birmingham,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Allarmi generati da SDI/NSIS,VCE,STN,2024-01-03 19:40:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,4,Italia,8.0
Allarmi generati da SDI/NSIS,VCE,DXB,2024-01-05 09:35:00,Venezia Marco Polo,Dubai International,Venezia,Dubai,ITA,,Italia,Emirati Arabi Uniti,No information provided,No information provided,LOW,Emirati Arabi Uniti,ITA,4,Italia,21.0
Viaggiatori con Allarmi,MXP,TUN,2024-01-11 15:00:00,Malpensa,Carthage,Milano,Tunis,ITA,TUN,Italia,Tunisia,TSC,No information provided,LOW,Tunisia,ITA,2,Italia,28.0
Viaggiatori investigati,CIA,STN,2024-02-08 13:35:00,Ciampino,Nan,Roma,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,176.0
Viaggiatori entrati nel Sistema,BLQ,DXB,2024-02-20 08:55:00,Guglielmo Marconi,Dubai International,Bologna,Dubai,ITA,,Italia,Emirati Arabi Uniti,TSC,No information provided,LOW,Emirati Arabi Uniti,ITA,8,Italia,184.0
Allarmi generati da SDI/NSIS,TRN,LGW,2024-02-17 09:10:00,Sandro Pertini,London Gatwick,Torino,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,1,Italia,
Allarmi Chiusi,LIN,LCY,2024-01-21 12:40:00,Linate,London City,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",CUF,CMN,2024-01-02 07:00:00,Levaldigi,Mohamed V,Cuneo,Nan,ITA,MAR,Italia,Marocco,Manuale,No information provided,LOW,Marocco,ITA,1,Italia,1.0
Voli disponibili in ingresso al Sistema,BLQ,LGW,2024-01-05 17:35:00,Guglielmo Marconi,London Gatwick,Bologna,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Viaggiatori entrati nel Sistema,LIN,LCY,2024-02-22 19:05:00,Linate,London City,Milano,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,118.0
Viaggiatori entrati nel Sistema,TRN,STN,2024-02-08 18:35:00,Sandro Pertini,Stansted,Torino,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,1,Italia,169.0
Viaggiatori entrati nel Sistema,BGY,LGW,2024-02-10 06:45:00,Orio Al Serio,London Gatwick,Bergamo,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,138.0
Viaggiatori con Allarmi,VCE,EDI,2024-01-08 18:05:00,Venezia Marco Polo,Edinburgh,Venezia,Edinburgh,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,4,Italia,3.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,BEG,2024-01-29 06:45:00,Fiumicino,Nikola Tesla,Roma,Belgrade,ITA,SRB,Italia,Serbia,TSC,No information provided,LOW,Serbia,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,VCE,IST,2024-01-02 13:05:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,No information provided,No information provided,LOW,Turchia,ITA,4,Italia,1.0
Viaggiatori con Allarmi,BGY,STN,2024-01-22 15:25:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,8.0
Voli disponibili in ingresso al Sistema,CTA,TIA,2024-02-26 16:25:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,7,Italia,
Nulla a procedere SDI,VCE,LGW,2024-02-23 09:00:00,Venezia Marco Polo,London Gatwick,Venezia,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,2.0
Voli con Allarmi,FCO,DOH,2024-01-31 15:35:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,No information provided,No information provided,LOW,Qatar,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,LPL,2024-01-26 20:00:00,Orio Al Serio,Liverpool John Lennon,Bergamo,Liverpool,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori investigati,CIY,TIA,2024-01-09 12:55:00,Comiso,Rinas Mother Teresa,Comiso,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,7,Italia,121.0
Viaggiatori con Allarmi,LIN,LHR,2024-01-16 10:15:00,Linate,London Heathrow,Milano,Nan,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Viaggiatori con Allarmi,GOA,TIA,2024-01-31 11:15:00,Cristoforo Colombo,Rinas Mother Teresa,Genova,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,1,Italia,30.0
Viaggiatori entrati nel Sistema,PSA,BEG,2024-02-29 09:00:00,Galileo Galilei,Nikola Tesla,Pisa,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,8,Italia,3.0
Viaggiatori investigati,VRN,TIA,2024-01-11 19:00:00,Verona Villafranca,Rinas Mother Teresa,Verona,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,115.0
Voli disponibili in ingresso al Sistema,MXP,MCT,2024-01-20 17:20:00,Malpensa,Seeb,Milano,Muscat,ITA,OMN,Italia,Oman,INTERPOL,No information provided,LOW,Oman,ITA,2,Italia,1.0
Viaggiatori con Allarmi,MXP,TUN,2024-02-22 07:45:00,Malpensa,Carthage,Milano,Tunis,ITA,TUN,Italia,Tunisia,NSIS,No information provided,LOW,Tunisia,ITA,2,Italia,24.0
Viaggiatori entrati nel Sistema,TRS,STN,2024-02-13 06:45:00,Ronchi Dei Legionari,Stansted,Trieste,London,ITA,,Italia,Regno Unito,No information provided,Passeggero noto,LOW,Regno Unito,ITA,4,Italia,165.0
Voli con Allarmi,PSA,STN,2024-01-22 17:50:00,Galileo Galilei,Stansted,Pisa,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
"Voli solo visualizzati, ma NON investigati",BGY,AMM,2024-01-03 21:35:00,Orio Al Serio,Queen Alia International,Bergamo,Amman,ITA,JOR,Italia,Giordania,NSIS,No information provided,LOW,Giordania,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,JED,2024-01-16 19:40:00,Malpensa,King Abdulaziz International,Milano,Jeddah,ITA,,Italia,Arabia Saudita,No information provided,No information provided,LOW,Arabia Saudita,ITA,2,Italia,30.0
Viaggiatori investigati,BGY,BEG,2024-02-26 06:10:00,Orio Al Serio,Nikola Tesla,Bergamo,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,2,Italia,158.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),GOA,TIA,2024-02-04 19:45:00,Cristoforo Colombo,Rinas Mother Teresa,Genova,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,1,Italia,1.0
Viaggiatori investigati,VRN,BRS,2024-02-10 06:40:00,Verona Villafranca,Bristol,Verona,Bristol,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,4,Italia,188.0
Allarmi generati da SDI/NSIS,MXP,JFK,,Malpensa,John F Kennedy International,Milano,New York,ITA,,Italia,Stati Uniti,No information provided,No information provided,LOW,Stati Uniti,ITA,2,Italia,6.0
Viaggiatori con Allarmi,FCO,IAD,2024-01-01 17:45:00,Fiumicino,Washington Dulles International,Roma,Washington,ITA,,Italia,Stati Uniti,No information provided,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
Nulla a procedere SDI,FCO,IST,2024-01-16 17:55:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,5,Italia,19.0
Voli disponibili in ingresso al Sistema,PSA,TIA,2024-02-09 16:10:00,Galileo Galilei,Rinas Mother Teresa,Pisa,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,8,Italia,1.0
Nulla a procedere SDI,FCO,GRU,2024-01-14 20:40:00,Fiumicino,Sao Paulo/Guarulhos-Governador Andre Franco Montoro International,Roma,Sao Paulo,ITA,BRA,Italia,Brasile,No information provided,No information provided,LOW,Brasile,ITA,5,Italia,4.0
Nulla a procedere SDI,LIN,LHR,2024-01-08 10:15:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,PHL,2024-01-07 18:40:00,Fiumicino,Philadelphia International,Roma,Philadelphia,ITA,,Italia,Stati Uniti,SDI,Passeggero noto,LOW,Stati Uniti,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,YYZ,2024-02-20 20:00:00,Fiumicino,Lester B Pearson International,Roma,Toronto,ITA,CAN,Italia,Canada,NSIS,No information provided,LOW,Canada,ITA,5,Italia,204.0
Viaggiatori con Allarmi,FCO,LGW,2024-01-04 09:24:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),CTA,TIA,2024-02-26 20:30:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,7,Italia,1.0
Allarmi Chiusi,BGY,SAW,2024-02-12 00:00:00,Orio Al Serio,Sabiha Gokcen,Bergamo,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,2,Italia,14.0
Viaggiatori con Allarmi,FCO,MLE,2024-02-18 00:00:00,Fiumicino,Male International,Roma,Male,ITA,MDV,Italia,Maldive,Manuale,No information provided,LOW,Maldive,ITA,5,Italia,15.0
"Voli solo visualizzati, ma NON investigati",FCO,MEX,2024-01-22 20:40:00,Fiumicino,Benito Juarez International,Roma,Mexico City,ITA,MEX,Italia,Messico,Manuale,No information provided,LOW,Messico,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,IST,2024-01-24 12:35:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),VCE,LHR,2024-01-29 18:10:00,Venezia Marco Polo,London Heathrow,Venezia,London,ITA,,Italia,Regno Unito,No information provided,Verifica richiesta,LOW,Regno Unito,ITA,4,Italia,1.0
Voli con Allarmi,MXP,TPE,2024-01-01 23:05:00,Malpensa,Taiwan Taoyuan International,Milano,Taipei,ITA,TWN,Italia,Taiwan,No information provided,No information provided,LOW,Taiwan,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,BEG,2024-01-30 07:00:00,Malpensa,Nikola Tesla,Milano,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",BGY,CAI,2024-01-06 07:50:00,Orio Al Serio,Cairo International,Bergamo,Cairo,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,TIA,2024-02-16 20:10:00,Malpensa,Rinas Mother Teresa,Milano,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,2,Italia,
"Voli solo visualizzati, ma NON investigati",VCE,MAN,2024-02-25 07:45:00,Venezia Marco Polo,Manchester,Venezia,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori con Allarmi,MXP,TIA,2024-01-07 06:20:00,Malpensa,Rinas Mother Teresa,Milano,Unknown,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,2,Italia,22.0
Allarmi Chiusi,MXP,LHR,2024-01-07 13:50:00,Malpensa,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,8.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,CMN,2024-01-25 00:00:00,Malpensa,Mohamed V,Milano,Casablanca,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,AUH,,Malpensa,Abu Dhabi International,Milano,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,INTERPOL,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,28.0
Viaggiatori con Allarmi,FCO,SAW,2024-01-31 10:40:00,Fiumicino,Sabiha Gokcen,Roma,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,5,Italia,8.0
Allarmi generati da SDI/NSIS,MXP,LHR,2024-02-12 07:20:00,Malpensa,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Nulla a procedere SDI,VCE,MAN,2024-01-14 15:15:00,Venezia Marco Polo,Manchester,Venezia,Manchester,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,4,Italia,6.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,TIA,2024-01-15 19:55:00,Fiumicino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,5,Italia,1.0
Voli con Allarmi,LIN,LHR,2024-01-05 18:45:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli con Allarmi,FCO,IST,2024-02-21 09:15:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,SID,2024-02-14 14:10:00,Malpensa,Amilcar Cabral International,Milano,Sal,ITA,,Italia,Capo Verde,Manuale,No information provided,LOW,Capo Verde,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,BLQ,TIA,2024-01-17 06:20:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,8,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),LIN,LHR,2024-02-02 07:35:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,PSA,MAN,2024-01-07 12:00:00,Galileo Galilei,Manchester,Pisa,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,172.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BRI,TIA,2024-01-22 20:30:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,9,Italia,1.0
Voli con Allarmi,SUF,STN,2024-01-04 08:10:00,Lamezia Terme,Stansted,Lamezia Terme,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,6,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,ATL,2024-01-13 20:10:00,Fiumicino,Hartsfield-Jackson Atlanta International,Roma,Atlanta,ITA,,Italia,Stati Uniti,No information provided,No information provided,LOW,Stati Uniti,ITA,5,Italia,8.0
Viaggiatori investigati,BRI,STN,2024-02-07 09:50:00,Palese,Stansted,Bari,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,9,Italia,182.0
Mancato aggiornamento SDI,FCO,LGW,2024-01-04 14:25:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori investigati,PSA,MAN,2024-01-19 13:30:00,Galileo Galilei,Manchester,Pisa,Manchester,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,8,Italia,178.0
Voli con Allarmi,MXP,CAI,2024-01-20 00:00:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,NSIS,No information provided,LOW,Egitto,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",CIA,STN,2024-02-08 13:35:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Nulla a procedere SDI,VCE,STN,2024-02-28 12:20:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,3.0
Allarmi generati da SDI/NSIS,FLR,LGW,2024-01-25 20:50:00,Firenze Peretola,London Gatwick,Firenze,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,8,Italia,4.0
Voli disponibili in ingresso al Sistema,VCE,EDI,2024-02-24 19:25:00,Venezia Marco Polo,Edinburgh,Venezia,Edinburgh,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori investigati,TRN,MAN,2024-01-28 07:50:00,Sandro Pertini,Manchester,Torino,Manchester,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,167.0
Viaggiatori con Allarmi,FCO,PVG,2024-01-16 12:35:00,Fiumicino,Pu Dong,Roma,Shanghai,ITA,CHN,Italia,Cina,NSIS,No information provided,LOW,Cina,ITA,5,Italia,30.0
Viaggiatori investigati,MXP,LGW,2024-01-05 19:50:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,138.0
Voli con Allarmi,FCO,TFU,2024-02-23 01:45:00,Fiumicino,Tianfu International,Roma,Chengdu,ITA,CHN,Italia,Cina,INTERPOL,No information provided,LOW,Cina,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,CMN,2024-01-17 13:00:00,Fiumicino,Mohamed V,Roma,Casablanca,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,VRN,STN,2024-01-18 00:00:00,Verona Villafranca,Stansted,Verona,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,166.0
Voli con Allarmi,CTA,LTN,2024-02-18 07:00:00,Fontanarossa,London Luton,Catania,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,7,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,CAI,2024-02-12 04:30:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,5,Italia,104.0
"Voli solo visualizzati, ma NON investigati",FCO,ICN,2024-01-22 14:05:00,Fiumicino,Incheon International,Roma,Seoul,ITA,,Italia,Corea Del Sud,No information provided,No information provided,LOW,Corea Del Sud,ITA,5,Italia,1.0
Nulla a procedere SDI,MXP,DOH,2024-02-19 02:20:00,Malpensa,Hamad International,Milano,Doha,ITA,QAT,Italia,Qatar,INTERPOL,No information provided,LOW,Qatar,ITA,2,Italia,9.0
Viaggiatori investigati,PEG,TIA,2024-02-08 15:20:00,Sant Egidio,Rinas Mother Teresa,Perugia,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,5,Italia,224.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),VCE,MAN,2024-02-12 14:50:00,Venezia Marco Polo,Manchester,Venezia,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
